Name,ID,URL,Country,Status,PIU Issuance,Developer,Validator,Start Year,End Year,Duration,Area,Emission Reductions,Claimable Emission Reductions,Latitude,Longitude,Subarea; Blanket Bog; Actively Eroding: Hagg/Gully,Subarea; Blanket Bog; Actively Eroding: Flat Bare,Subarea; Blanket Bog; Drained: Artificial,Subarea; Blanket Bog; Drained: Hagg/Gully,Subarea; Blanket Bog; Modified,Subarea; Blanket Bog; Near Natural,Subarea; Raised Bog; Actively Eroding: Hagg/Gully,Subarea; Raised Bog; Actively Eroding: Flat Bare,Subarea; Raised Bog; Drained: Artificial,Subarea; Raised Bog; Drained: Hagg/Gully,Subarea; Raised Bog; Modified,Subarea; Raised Bog; Near Natural,Subarea; Cropland; Drained,Subarea; Grassland; Intensive Drained,Subarea; Grassland; Extensive Drained,Subarea; Fen; Modified
Strathbran 1 [Carn Daraich],104000000028440,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028440,Scotland,Under Development,Unissued,Angus Davidson Ltd,Organic Farmers & Growers C.I.C.,2025,2125,100,230.998,59957,50963,57.62473,-4.96901,11.679,0.124,14.79,204.405,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Strathcanaird East,104000000028990,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028990,Scotland,Under Development,Unissued,Caledonian Climate,Soil Association Certification Ltd,2025,2088,63,263.73,55479,47156,57.994906,-5.011454,26.0,5.78,19.8,212.15,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Strathcanaird West,104000000028991,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028991,Scotland,Under Development,Unissued,Caledonian Climate,Soil Association Certification Ltd,2025,2080,55,211.01,30555,25972,57.992918,-5.094217,4.27,1.84,100.2,104.7,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Strathconon Phase 1-3,104000000026982,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026982,Scotland,Validated,Unissued,Angus Davidson Ltd,Organic Farmers & Growers C.I.C.,2025,2125,100,332.42,114066,96956,57.557438,-4.886606,28.46,6.37,0.0,297.59,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Strathvaich Phase 4,104000000028189,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028189,Scotland,Validated,Issued,Strathvaich Farms LLP,Organic Farmers & Growers C.I.C.,2022,2122,100,205.354,70595,60006,57.712747,-4.782649,21.6,0.0,4.554,179.2,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Strathvaich Phase 5,104000000028813,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028813,Scotland,Under Development,Unissued,Strathvaich Farms LLP,Soil Association Certification Ltd,2025,2090,65,134.09,25829,21955,57.736344,-4.763072,10.02,0.0,0.0,124.07,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Strathvaich Phase 6,104000000029028,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000029028,Scotland,Under Development,Unissued,Strathvaich Farms LLP,Soil Association Certification Ltd,2025,2085,60,135.81,23617,20074,57.722638,-4.814096,8.21,0.46,1.6,125.54,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Strone Estate (Phase 1),104000000029013,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000029013,Scotland,Under Development,Unissued,Caledonian Climate,Soil Association Certification Ltd,2025,2076,51,116.31,21706,18450,56.271167,-4.851931,7.56,2.45,0.0,106.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Swan Lochs - Phase 2,104000000028205,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028205,Scotland,Validated,Unissued,Galbraith Group,Soil Association Certification Ltd,2025,2075,50,109.313,16504,14028,58.26892,-4.85901,8.35,0.213,0.0,100.75,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Swarthghyll,104000000028270,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028270,England,Validated,Issued,The Future Forest Company,Organic Farmers & Growers C.I.C.,2023,2123,100,47.9,11175,9499,54.247838,-2.252921,1.64,0.0,20.2,26.06,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
"Talla, Gameshope and Carrifran",104000000026992,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000026992,Scotland,Validated,Issued,Forest Carbon Ltd,Organic Farmers & Growers C.I.C.,2021,2121,100,89.5,21622,18379,55.434631,-3.376505,89.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Tarmachan,104000000029059,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000029059,Scotland,Under Development,Unissued,Forest Carbon Ltd,Soil Association Certification Ltd,2025,2065,40,104.07,12366,10511,56.4988,-4.32139,2.19,2.76,68.7,30.42,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Tavy Head Phase 1,104000000028676,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028676,England,Under Development,Unissued,Duchy of Cornwall,N/A,2025,2055,30,157.23,19836,16861,50.618889,-3.990273,10.69,13.6,0.0,132.94,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
"The Cutting, Forsinard",104000000028582,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028582,Scotland,Under Development,Unissued,RSPB,Soil Association Certification Ltd,2025,2090,65,70.676,8988,7640,58.389232,-4.01495,0.706,0.005,32.191,37.774,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
The Oa Phase 2,104000000029260,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000029260,Scotland,Under Development,Unissued,RSPB,Soil Association Certification Ltd,2025,2080,55,70.43,12046,10239,55.596187,-6.322415,6.85,0.0,7.6,55.98,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Totto Hill,104000000028026,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028026,Scotland,Validated,Unissued,Scottish Woodlands Ltd,Soil Association Certification Ltd,2025,2125,100,153.58,34651,29453,55.869905,-3.070644,4.5,0.0,0.0,149.08,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Tressady Phase 1,104000000028539,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028539,Scotland,Validated,Issued,Land Carbon Ltd,Organic Farmers & Growers C.I.C.,2023,2118,95,66.71,12753,10840,58.05171,-4.21452,0.85,0.06,30.7,35.1,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Tulchan of Glen Isla,104000000028657,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028657,Scotland,Under Development,Unissued,Scottish Woodlands Ltd,Soil Association Certification Ltd,2025,2075,50,175.5,23529,20000,56.830449,-3.342087,0.4,0.0,165.04,10.06,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Urlar 1,104000000028992,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028992,Scotland,Under Development,Unissued,Caledonian Climate,Soil Association Certification Ltd,2025,2083,58,187.06,34151,29029,56.564777,-3.934807,6.42,1.08,113.16,66.4,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Walden Common,104000000029098,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000029098,England,Under Development,Unissued,Yorkshire Wildlife Trust,Organic Farmers & Growers C.I.C.,2025,2075,50,448.738,48920,41582,54.217525,-2.027568,6.57,0.07,29.628,412.47,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Wasdale Head,104000000029068,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000029068,England,Under Development,Unissued,Lonsdale Settled Estate,N/A,2025,2125,100,207.57,54746,46534,54.466336,-2.683438,0.85,0.0,177.08,29.64,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Wedderhill,104000000029391,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000029391,Scotland,Under Development,Unissued,Angus Davidson Ltd,Organic Farmers & Growers C.I.C.,2025,2125,100,120.084,40093,34079,58.368097,-3.868415,0.359,0.0,112.542,7.183,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Wemyss and March Phase 1,104000000027268,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000027268,Scotland,Restoration Validated,Unissued,Forest Carbon Ltd,Organic Farmers & Growers C.I.C.,2025,2125,100,172.77,43914,37327,55.468254,-3.34287,8.02,0.21,0.0,164.54,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Wemyss and March Phase 2,104000000028273,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028273,Scotland,Validated,Unissued,Forest Carbon Ltd,Soil Association Certification Ltd,2025,2120,95,174.203,37874,32193,55.453792,-3.26648,5.466,0.0,58.719,110.018,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Wemyss and March Phase 3,104000000029040,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000029040,Scotland,Under Development,Unissued,Forest Carbon Ltd,Soil Association Certification Ltd,2025,2095,70,89.72,15644,13297,55.459067,-3.277723,4.28,0.0,0.0,85.44,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Wemyss and March - Syart Burn,104000000029341,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000029341,Scotland,Under Development,Unissued,Forest Carbon Ltd,N/A,2025,2125,100,72.43,17650,15002,55.469145,-3.259067,3.0,0.0,1.43,68.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Wicken Fen,104000000029011,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000029011,England,Under Development,Unissued,National Trust,N/A,2025,2055,30,63.06,24901,21166,52.308069,0.270645,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,63.06
Wolf Island,104000000029021,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000029021,Northern Ireland,Under Development,Unissued,RSPB,Organic Farmers & Growers C.I.C.,2025,2125,100,69.15,18379,15622,54.909318,-6.559064,2.61,0.0,26.17,40.37,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Wyvis One Estate (Loch Misirich),104000000028633,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000028633,Scotland,Under Development,Unissued,Angus Davidson Ltd,Organic Farmers & Growers C.I.C.,2025,2125,100,198.587,66109,56193,57.677374,-4.486837,18.202,1.299,0.0,179.086,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Yockenthwaite and Chapel Moor,104000000029049,https://mer.markit.com/br-reg/public/project.jsp?project_id=104000000029049,England,Under Development,Unissued,Yorkshire Wildlife Trust,Organic Farmers & Growers C.I.C.,2025,2090,65,110.27,19710,16753,54.223737,-2.14107,2.14,5.74,0.0,102.39,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
"An Suidhe, Eredine",104000000028983,https://mer.markit.com/br-reg/public/master-project.jsp?project_id=103000000017283,Scotland,Under Development,Unissued,Forestry and Land Scotland,Organic Farmers & Growers C.I.C.,2025,2125,100,50.0,11490,9681,56.222508,-5.222642,1.5,0.0,0.0,48.5,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
"Creagan na Corr, South Rannoch",104000000029008,https://mer.markit.com/br-reg/public/master-project.jsp?project_id=103000000017283,Scotland,Under Development,Unissued,Forestry and Land Scotland,Organic Farmers & Growers C.I.C.,2025,2125,100,30.0,10134,8538,56.657017,-4.27237,2.0,0.0,0.0,28.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Glengarry Fhudair,104000000028997,https://mer.markit.com/br-reg/public/master-project.jsp?project_id=103000000017283,Scotland,Under Development,Unissued,Forestry and Land Scotland,Organic Farmers & Growers C.I.C.,2025,2125,100,194.0,51316,43233,57.016278,-4.968089,8.0,4.0,0.0,182.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
"Glen Oykel, Benmore",104000000028989,https://mer.markit.com/br-reg/public/master-project.jsp?project_id=103000000017283,Scotland,Under Development,Unissued,Forestry and Land Scotland,Organic Farmers & Growers C.I.C.,2025,2125,100,128.0,33966,28616,58.015461,-4.860772,2.5,0.5,75.0,50.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Gothie and Goyle Hill,104000000028984,https://mer.markit.com/br-reg/public/master-project.jsp?project_id=103000000017283,Scotland,Under Development,Unissued,Forestry and Land Scotland,Organic Farmers & Growers C.I.C.,2025,2125,100,45.0,11049,9309,56.930891,-2.524118,2.0,0.0,0.0,43.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Saughen Braes,104000000029434,https://mer.markit.com/br-reg/public/master-project.jsp?project_id=103000000017283,Scotland,Under Development,Unissued,Forestry and Land Scotland,Organic Farmers & Growers C.I.C.,2025,2100,75,112.0,22680,19278,55.979361,-4.461682,0.0,0.0,112.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
South Laggan,104000000029436,https://mer.markit.com/br-reg/public/master-project.jsp?project_id=103000000017283,Scotland,Under Development,Unissued,Forestry and Land Scotland,N/A,2025,2090,65,183.42,29251,24863,57.027947,-4.772887,3.56,4.56,0.0,175.3,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
